dataset,category,detector_priority_group,image_AUROC_patchcore_stage11b,pixel_AUROC_patchcore_stage11b,pixel_F1_patchcore_stage11b,candidate_coverage,top1_tight_gt_coverage,top1_context_gt_coverage,full_image_auroc,best_vlm_method,best_vlm_auroc,best_vlm_delta_vs_full,best_context_method,best_context_auroc,best_context_delta_vs_full,best_tight_method,best_tight_auroc,best_tight_delta_vs_full,patchcore_score_auroc_stage11d,evidence_decision,interpretation,cross_stage_note,stage10_vial_full_auroc,stage10_vial_context_1p50_top1_auroc,stage10_vial_context_delta
MVTec AD 2,fruit_jelly,primary,0.7899999618530273,0.9475947022438048,0.496270090341568,1.0,0.4301801899031582,0.8661321249455953,0.7533333333333333,context_1.50_topk_mean,0.8566666666666667,0.10333333333333339,context_1.50_topk_mean,0.8566666666666667,0.10333333333333339,tight_crop_top1,0.7366666666666667,-0.016666666666666607,0.7166666666666667,main_positive_context,Context-aware crop is the best VLM method and improves over full-image prompting.,,,,
MVTec AD 2,sheet_metal,primary,0.8314815163612366,0.859477162361145,0.3764839768409729,1.0,0.1132497033462983,0.2509491744148453,0.7129629629629629,full_image,0.7129629629629629,0.0,context_1.50_topk_max,0.6574074074074074,-0.05555555555555547,tight_crop_top1,0.4925925925925926,-0.22037037037037033,0.7462962962962963,negative_or_full_stronger,Full-image prompting is stronger or tied; this category should be used for limitation/failure analysis.,,,,
MVTec AD 2,vial,primary,0.7987421751022339,0.9483762979507446,0.3366170227527618,1.0,0.4275314493406981,0.801626064661202,0.6876310272536688,full_image,0.6876310272536688,0.0,context_1.50_top1,0.6834381551362684,-0.004192872117400381,tight_crop_topk_mean,0.3972746331236897,-0.29035639412997905,0.8731656184486373,negative_or_full_stronger,Full-image prompting is stronger or tied; this category should be used for limitation/failure analysis.,"Stage 10-G showed positive vial context evidence, but Stage 11-D batch candidate construction did not reproduce the same margin.",0.6488469601677149,0.7746331236897275,0.12578616352201255
MVTec AD 2,walnuts,primary,0.7822222709655762,0.9193103313446044,0.3918117880821228,1.0,0.3605946799801016,0.485134912469951,0.4296296296296296,context_1.50_topk_mean,0.642962962962963,0.21333333333333337,context_1.50_topk_mean,0.642962962962963,0.21333333333333337,tight_crop_topk_mean,0.6066666666666667,0.1770370370370371,0.8051851851851852,main_positive_context,Context-aware crop is the best VLM method and improves over full-image prompting.,,,,
MVTec AD 2,ALL_PRIMARY,,,,,,,,0.520148637489678,context_1.50_topk_mean,0.6036333608587944,0.08348472336911639,context_1.50_topk_mean,0.6036333608587944,0.08348472336911639,tight_crop_top1,0.523121387283237,0.002972749793558993,0.8086705202312139,main_positive_context,Context-aware crop is the best VLM method and improves over full-image prompting.,,,,
