method,n,normal,anomaly,auroc,ap
D_raw,80,20,60,0.9241666666666667,0.9749617300409257
M_global,80,20,60,0.5316666666666667,0.7399415962270866
M_tight_top1,80,20,60,0.29333333333333333,0.6266512248197738
M_context_top1,80,20,60,0.3516666666666667,0.7232042765730388
M_context_top3max,80,20,60,0.47,0.7905037584180113
D_z,80,20,60,0.9241666666666667,0.9749617300409257
M_context_top1_z,80,20,60,0.3516666666666667,0.7232042765730388
naive_context_top1,80,20,60,0.7150000000000001,0.9006437308454536
naive_context_top3max,80,20,60,0.7599999999999999,0.9182649988277007
