category,metric,efficientad30_value,efficientad100_value,delta_100_minus_30
fruit_jelly,image_AUROC,0.8433333039283752,0.8266666531562805,-0.016666650772094727
fruit_jelly,image_F1Score,0.8571428656578064,0.84375,-0.013392865657806396
fruit_jelly,pixel_AUROC,0.7893707156181335,0.8424254655838013,0.053054749965667725
fruit_jelly,pixel_F1Score,0.5394811034202576,0.5561066269874573,0.016625523567199707
