method,n,normal,anomaly,auroc,ap
D_raw,140,35,105,0.868843537414966,0.9567267565366104
M_global,140,35,105,0.4476190476190477,0.7543296830200056
M_tight_top1,140,35,105,0.5912925170068027,0.8419923869027839
M_context_top1,140,35,105,0.5466666666666666,0.8059935342651514
M_context_top3max,140,35,105,0.6372789115646259,0.8494358386206655
D_z,140,35,105,0.868843537414966,0.9567267565366104
M_context_top1_z,140,35,105,0.5466666666666666,0.8059935342651514
naive_context_top1,140,35,105,0.8247619047619048,0.9440375870039398
naive_context_top3max,140,35,105,0.8813605442176871,0.9616182960456366
