category,weight_id,tune_patchcore_f1,tune_enhanced_f1,mean_w,contrast_w,peak_w,stability_w,compact_w,aspect_w,area_penalty_w
wood,0,0.30273363817568183,0.30273363817568183,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wood,1,0.30273363817568183,0.302850937091559,0.8,0.0,0.0,0.0,0.0,0.0,0.2
wood,2,0.30273363817568183,0.302850937091559,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
wood,3,0.30273363817568183,0.2995031164607447,0.8,0.0,0.0,0.0,0.0,0.2,0.0
wood,4,0.30273363817568183,0.302850937091559,0.6666666666666667,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669
wood,5,0.30273363817568183,0.302850937091559,0.5714285714285715,0.0,0.0,0.0,0.0,0.14285714285714288,0.28571428571428575
wood,6,0.30273363817568183,0.2995031164607447,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
wood,7,0.30273363817568183,0.2995031164607447,0.5714285714285714,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285
wood,8,0.30273363817568183,0.302850937091559,0.5,0.0,0.0,0.0,0.0,0.25,0.25
wood,9,0.30273363817568183,0.3060814588064961,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
wood,10,0.30273363817568183,0.3060814588064961,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285
wood,11,0.30273363817568183,0.302850937091559,0.5,0.0,0.0,0.0,0.25,0.0,0.25
wood,12,0.30273363817568183,0.302850937091559,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0
wood,13,0.30273363817568183,0.302850937091559,0.5,0.0,0.0,0.0,0.25,0.125,0.125
wood,14,0.30273363817568183,0.302850937091559,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222
wood,15,0.30273363817568183,0.302850937091559,0.5,0.0,0.0,0.0,0.25,0.25,0.0
wood,16,0.30273363817568183,0.302850937091559,0.4444444444444445,0.0,0.0,0.0,0.22222222222222224,0.22222222222222224,0.11111111111111112
wood,17,0.30273363817568183,0.302850937091559,0.4,0.0,0.0,0.0,0.2,0.2,0.2
wood,18,0.30273363817568183,0.3060814588064961,0.5,0.0,0.0,0.0,0.5,0.0,0.0
wood,19,0.30273363817568183,0.3060814588064961,0.4444444444444445,0.0,0.0,0.0,0.4444444444444445,0.0,0.11111111111111112
wood,20,0.30273363817568183,0.3060814588064961,0.4,0.0,0.0,0.0,0.4,0.0,0.2
wood,21,0.30273363817568183,0.3060814588064961,0.4444444444444445,0.0,0.0,0.0,0.4444444444444445,0.11111111111111112,0.0
wood,22,0.30273363817568183,0.302850937091559,0.4,0.0,0.0,0.0,0.4,0.1,0.1
wood,23,0.30273363817568183,0.302850937091559,0.36363636363636365,0.0,0.0,0.0,0.36363636363636365,0.09090909090909091,0.18181818181818182
wood,24,0.30273363817568183,0.302850937091559,0.4,0.0,0.0,0.0,0.4,0.2,0.0
wood,25,0.30273363817568183,0.302850937091559,0.36363636363636365,0.0,0.0,0.0,0.36363636363636365,0.18181818181818182,0.09090909090909091
wood,26,0.30273363817568183,0.302850937091559,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337,0.16666666666666669,0.16666666666666669
wood,27,0.30273363817568183,0.30273363817568183,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
wood,28,0.30273363817568183,0.302850937091559,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285
wood,29,0.30273363817568183,0.302850937091559,0.5,0.0,0.0,0.25,0.0,0.0,0.25
wood,30,0.30273363817568183,0.2995031164607447,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0
wood,31,0.30273363817568183,0.302850937091559,0.5,0.0,0.0,0.25,0.0,0.125,0.125
wood,32,0.30273363817568183,0.302850937091559,0.4444444444444444,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222
wood,33,0.30273363817568183,0.2995031164607447,0.5,0.0,0.0,0.25,0.0,0.25,0.0
wood,34,0.30273363817568183,0.2995031164607447,0.4444444444444445,0.0,0.0,0.22222222222222224,0.0,0.22222222222222224,0.11111111111111112
wood,35,0.30273363817568183,0.302850937091559,0.4,0.0,0.0,0.2,0.0,0.2,0.2
wood,36,0.30273363817568183,0.3060814588064961,0.5,0.0,0.0,0.25,0.25,0.0,0.0
wood,37,0.30273363817568183,0.3060814588064961,0.4444444444444445,0.0,0.0,0.22222222222222224,0.22222222222222224,0.0,0.11111111111111112
wood,38,0.30273363817568183,0.302850937091559,0.4,0.0,0.0,0.2,0.2,0.0,0.2
wood,39,0.30273363817568183,0.3060814588064961,0.4444444444444445,0.0,0.0,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.0
wood,40,0.30273363817568183,0.302850937091559,0.4,0.0,0.0,0.2,0.2,0.1,0.1
wood,41,0.30273363817568183,0.302850937091559,0.36363636363636365,0.0,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.18181818181818182
wood,42,0.30273363817568183,0.302850937091559,0.4,0.0,0.0,0.2,0.2,0.2,0.0
wood,43,0.30273363817568183,0.302850937091559,0.36363636363636365,0.0,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091
wood,44,0.30273363817568183,0.302850937091559,0.33333333333333337,0.0,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
wood,45,0.30273363817568183,0.3060814588064961,0.4,0.0,0.0,0.2,0.4,0.0,0.0
wood,46,0.30273363817568183,0.3060814588064961,0.36363636363636365,0.0,0.0,0.18181818181818182,0.36363636363636365,0.0,0.09090909090909091
wood,47,0.30273363817568183,0.3060814588064961,0.33333333333333337,0.0,0.0,0.16666666666666669,0.33333333333333337,0.0,0.16666666666666669
wood,48,0.30273363817568183,0.3060814588064961,0.36363636363636365,0.0,0.0,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.0
wood,49,0.30273363817568183,0.302850937091559,0.3333333333333333,0.0,0.0,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.08333333333333333
wood,50,0.30273363817568183,0.302850937091559,0.3076923076923077,0.0,0.0,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.15384615384615385
wood,51,0.30273363817568183,0.302850937091559,0.33333333333333337,0.0,0.0,0.16666666666666669,0.33333333333333337,0.16666666666666669,0.0
wood,52,0.30273363817568183,0.302850937091559,0.3076923076923077,0.0,0.0,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.07692307692307693
wood,53,0.30273363817568183,0.302850937091559,0.28571428571428575,0.0,0.0,0.14285714285714288,0.28571428571428575,0.14285714285714288,0.14285714285714288
wood,54,0.30273363817568183,0.30273363817568183,0.5,0.0,0.0,0.5,0.0,0.0,0.0
wood,55,0.30273363817568183,0.302850937091559,0.4444444444444445,0.0,0.0,0.4444444444444445,0.0,0.0,0.11111111111111112
wood,56,0.30273363817568183,0.302850937091559,0.4,0.0,0.0,0.4,0.0,0.0,0.2
wood,57,0.30273363817568183,0.2995031164607447,0.4444444444444445,0.0,0.0,0.4444444444444445,0.0,0.11111111111111112,0.0
wood,58,0.30273363817568183,0.2995031164607447,0.4,0.0,0.0,0.4,0.0,0.1,0.1
wood,59,0.30273363817568183,0.302850937091559,0.36363636363636365,0.0,0.0,0.36363636363636365,0.0,0.09090909090909091,0.18181818181818182
wood,60,0.30273363817568183,0.2995031164607447,0.4,0.0,0.0,0.4,0.0,0.2,0.0
wood,61,0.30273363817568183,0.2995031164607447,0.36363636363636365,0.0,0.0,0.36363636363636365,0.0,0.18181818181818182,0.09090909090909091
wood,62,0.30273363817568183,0.302850937091559,0.33333333333333337,0.0,0.0,0.33333333333333337,0.0,0.16666666666666669,0.16666666666666669
wood,63,0.30273363817568183,0.3060814588064961,0.4,0.0,0.0,0.4,0.2,0.0,0.0
wood,64,0.30273363817568183,0.3060814588064961,0.36363636363636365,0.0,0.0,0.36363636363636365,0.18181818181818182,0.0,0.09090909090909091
wood,65,0.30273363817568183,0.302850937091559,0.33333333333333337,0.0,0.0,0.33333333333333337,0.16666666666666669,0.0,0.16666666666666669
wood,66,0.30273363817568183,0.3060814588064961,0.36363636363636365,0.0,0.0,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0
wood,67,0.30273363817568183,0.302850937091559,0.3333333333333333,0.0,0.0,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333
wood,68,0.30273363817568183,0.302850937091559,0.3076923076923077,0.0,0.0,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.15384615384615385
wood,69,0.30273363817568183,0.2995031164607447,0.33333333333333337,0.0,0.0,0.33333333333333337,0.16666666666666669,0.16666666666666669,0.0
wood,70,0.30273363817568183,0.302850937091559,0.3076923076923077,0.0,0.0,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.07692307692307693
wood,71,0.30273363817568183,0.302850937091559,0.28571428571428575,0.0,0.0,0.28571428571428575,0.14285714285714288,0.14285714285714288,0.14285714285714288
wood,72,0.30273363817568183,0.3060814588064961,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
wood,73,0.30273363817568183,0.3060814588064961,0.30769230769230765,0.0,0.0,0.30769230769230765,0.30769230769230765,0.0,0.07692307692307691
wood,74,0.30273363817568183,0.3060814588064961,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285
wood,75,0.30273363817568183,0.3060814588064961,0.30769230769230765,0.0,0.0,0.30769230769230765,0.30769230769230765,0.07692307692307691,0.0
wood,76,0.30273363817568183,0.3060814588064961,0.28571428571428564,0.0,0.0,0.28571428571428564,0.28571428571428564,0.07142857142857141,0.07142857142857141
wood,77,0.30273363817568183,0.302850937091559,0.26666666666666666,0.0,0.0,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.13333333333333333
wood,78,0.30273363817568183,0.302850937091559,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0
wood,79,0.30273363817568183,0.302850937091559,0.26666666666666666,0.0,0.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.06666666666666667
wood,80,0.30273363817568183,0.302850937091559,0.25,0.0,0.0,0.25,0.25,0.125,0.125
wood,81,0.30273363817568183,0.30273363817568183,0.4,0.0,0.0,0.6,0.0,0.0,0.0
wood,82,0.30273363817568183,0.302850937091559,0.36363636363636365,0.0,0.0,0.5454545454545454,0.0,0.0,0.09090909090909091
wood,83,0.30273363817568183,0.302850937091559,0.33333333333333337,0.0,0.0,0.5,0.0,0.0,0.16666666666666669
wood,84,0.30273363817568183,0.2995031164607447,0.36363636363636365,0.0,0.0,0.5454545454545454,0.0,0.09090909090909091,0.0
wood,85,0.30273363817568183,0.2995031164607447,0.3333333333333333,0.0,0.0,0.4999999999999999,0.0,0.08333333333333333,0.08333333333333333
wood,86,0.30273363817568183,0.302850937091559,0.3076923076923077,0.0,0.0,0.4615384615384615,0.0,0.07692307692307693,0.15384615384615385
wood,87,0.30273363817568183,0.2995031164607447,0.33333333333333337,0.0,0.0,0.5,0.0,0.16666666666666669,0.0
wood,88,0.30273363817568183,0.2995031164607447,0.3076923076923077,0.0,0.0,0.4615384615384615,0.0,0.15384615384615385,0.07692307692307693
wood,89,0.30273363817568183,0.302850937091559,0.28571428571428575,0.0,0.0,0.4285714285714286,0.0,0.14285714285714288,0.14285714285714288
wood,90,0.30273363817568183,0.3060814588064961,0.33333333333333337,0.0,0.0,0.5,0.16666666666666669,0.0,0.0
wood,91,0.30273363817568183,0.3060814588064961,0.3076923076923077,0.0,0.0,0.4615384615384615,0.15384615384615385,0.0,0.07692307692307693
wood,92,0.30273363817568183,0.302850937091559,0.28571428571428575,0.0,0.0,0.4285714285714286,0.14285714285714288,0.0,0.14285714285714288
wood,93,0.30273363817568183,0.3060814588064961,0.3076923076923077,0.0,0.0,0.4615384615384615,0.15384615384615385,0.07692307692307693,0.0
wood,94,0.30273363817568183,0.302850937091559,0.2857142857142857,0.0,0.0,0.4285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142
wood,95,0.30273363817568183,0.302850937091559,0.26666666666666666,0.0,0.0,0.39999999999999997,0.13333333333333333,0.06666666666666667,0.13333333333333333
wood,96,0.30273363817568183,0.2995031164607447,0.28571428571428575,0.0,0.0,0.4285714285714286,0.14285714285714288,0.14285714285714288,0.0
wood,97,0.30273363817568183,0.302850937091559,0.26666666666666666,0.0,0.0,0.39999999999999997,0.13333333333333333,0.13333333333333333,0.06666666666666667
wood,98,0.30273363817568183,0.302850937091559,0.25000000000000006,0.0,0.0,0.375,0.12500000000000003,0.12500000000000003,0.12500000000000003
wood,99,0.30273363817568183,0.3060814588064961,0.28571428571428575,0.0,0.0,0.4285714285714286,0.28571428571428575,0.0,0.0
wood,100,0.30273363817568183,0.3060814588064961,0.26666666666666666,0.0,0.0,0.39999999999999997,0.26666666666666666,0.0,0.06666666666666667
wood,101,0.30273363817568183,0.3060814588064961,0.25000000000000006,0.0,0.0,0.375,0.25000000000000006,0.0,0.12500000000000003
wood,102,0.30273363817568183,0.3060814588064961,0.26666666666666666,0.0,0.0,0.39999999999999997,0.26666666666666666,0.06666666666666667,0.0
wood,103,0.30273363817568183,0.3060814588064961,0.25,0.0,0.0,0.37499999999999994,0.25,0.0625,0.0625
wood,104,0.30273363817568183,0.302850937091559,0.23529411764705885,0.0,0.0,0.35294117647058826,0.23529411764705885,0.05882352941176471,0.11764705882352942
wood,105,0.30273363817568183,0.302850937091559,0.25000000000000006,0.0,0.0,0.375,0.25000000000000006,0.12500000000000003,0.0
wood,106,0.30273363817568183,0.302850937091559,0.23529411764705885,0.0,0.0,0.35294117647058826,0.23529411764705885,0.11764705882352942,0.05882352941176471
wood,107,0.30273363817568183,0.302850937091559,0.22222222222222227,0.0,0.0,0.33333333333333337,0.22222222222222227,0.11111111111111113,0.11111111111111113
wood,108,0.30273363817568183,0.30273363817568183,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
wood,109,0.30273363817568183,0.3060814588064961,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285
wood,110,0.30273363817568183,0.302850937091559,0.5,0.0,0.25,0.0,0.0,0.0,0.25
wood,111,0.30273363817568183,0.2995031164607447,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0
wood,112,0.30273363817568183,0.302850937091559,0.5,0.0,0.25,0.0,0.0,0.125,0.125
wood,113,0.30273363817568183,0.302850937091559,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.2222222222222222
wood,114,0.30273363817568183,0.2995031164607447,0.5,0.0,0.25,0.0,0.0,0.25,0.0
wood,115,0.30273363817568183,0.2995031164607447,0.4444444444444445,0.0,0.22222222222222224,0.0,0.0,0.22222222222222224,0.11111111111111112
wood,116,0.30273363817568183,0.302850937091559,0.4,0.0,0.2,0.0,0.0,0.2,0.2
wood,117,0.30273363817568183,0.3060814588064961,0.5,0.0,0.25,0.0,0.25,0.0,0.0
wood,118,0.30273363817568183,0.3060814588064961,0.4444444444444445,0.0,0.22222222222222224,0.0,0.22222222222222224,0.0,0.11111111111111112
wood,119,0.30273363817568183,0.3060814588064961,0.4,0.0,0.2,0.0,0.2,0.0,0.2
wood,120,0.30273363817568183,0.3060814588064961,0.4444444444444445,0.0,0.22222222222222224,0.0,0.22222222222222224,0.11111111111111112,0.0
wood,121,0.30273363817568183,0.302850937091559,0.4,0.0,0.2,0.0,0.2,0.1,0.1
wood,122,0.30273363817568183,0.302850937091559,0.36363636363636365,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182
wood,123,0.30273363817568183,0.302850937091559,0.4,0.0,0.2,0.0,0.2,0.2,0.0
wood,124,0.30273363817568183,0.302850937091559,0.36363636363636365,0.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091
wood,125,0.30273363817568183,0.302850937091559,0.33333333333333337,0.0,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669
wood,126,0.30273363817568183,0.3060814588064961,0.4,0.0,0.2,0.0,0.4,0.0,0.0
wood,127,0.30273363817568183,0.3060814588064961,0.36363636363636365,0.0,0.18181818181818182,0.0,0.36363636363636365,0.0,0.09090909090909091
wood,128,0.30273363817568183,0.3060814588064961,0.33333333333333337,0.0,0.16666666666666669,0.0,0.33333333333333337,0.0,0.16666666666666669
wood,129,0.30273363817568183,0.3060814588064961,0.36363636363636365,0.0,0.18181818181818182,0.0,0.36363636363636365,0.09090909090909091,0.0
wood,130,0.30273363817568183,0.3060814588064961,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333
wood,131,0.30273363817568183,0.302850937091559,0.3076923076923077,0.0,0.15384615384615385,0.0,0.3076923076923077,0.07692307692307693,0.15384615384615385
wood,132,0.30273363817568183,0.3060814588064961,0.33333333333333337,0.0,0.16666666666666669,0.0,0.33333333333333337,0.16666666666666669,0.0
wood,133,0.30273363817568183,0.302850937091559,0.3076923076923077,0.0,0.15384615384615385,0.0,0.3076923076923077,0.15384615384615385,0.07692307692307693
wood,134,0.30273363817568183,0.302850937091559,0.28571428571428575,0.0,0.14285714285714288,0.0,0.28571428571428575,0.14285714285714288,0.14285714285714288
wood,135,0.30273363817568183,0.30273363817568183,0.5,0.0,0.25,0.25,0.0,0.0,0.0
wood,136,0.30273363817568183,0.3060814588064961,0.4444444444444445,0.0,0.22222222222222224,0.22222222222222224,0.0,0.0,0.11111111111111112
wood,137,0.30273363817568183,0.302850937091559,0.4,0.0,0.2,0.2,0.0,0.0,0.2
