method,baseline,delta_macro_auroc,lower95,upper95
logistic_geometry,D_z,0.015198548695572505,-0.016483667098994483,0.04711323714039487
logistic_geometry,fixed_source,0.010711594402070592,-0.018944517990276907,0.04167402214463224
logistic_geometry,logistic_source,0.006977398703589179,-0.022150483899367825,0.03771679736709496
