method,baseline,delta_macro_auroc,lower95,upper95,categories_improved,categories,bootstrap_replicates
appearance_nn_max,D_z,-0.24122879537953798,-0.26241551321862133,-0.22072110284161234,0,12,2000
appearance_nn_max,map_42,-0.24236094609460945,-0.26308302526943617,-0.22206646193997806,0,12,2000
appearance_nn_max,full_42,-0.26022920792079207,-0.28070356103886457,-0.2401954492265521,0,12,2000
