category,epoch,loss
grid,1,1.5999867916107178
grid,20,1.488224983215332
grid,40,1.440568447113037
grid,60,1.400031566619873
grid,80,1.3622721433639526
grid,100,1.326495885848999
grid,120,1.2906996011734009
grid,140,1.2530572414398193
grid,160,1.2201536893844604
grid,180,1.1893208026885986
grid,200,1.1612129211425781
