scope,method,baseline,delta_macro_auroc,lower95,upper95,categories_improved,categories,bootstrap_replicates
all_source_fit,dino_max,D_z,-0.038225041254125416,-0.053940803521119615,-0.02328919849008948,2,8,2000
all_source_fit,dino_top1,D_z,-0.0387523102310231,-0.05379516397906447,-0.024213135003674315,2,8,2000
tiny_only_plus_all_normal,dino_max,D_z,-0.029837626834930818,-0.07268974514381951,0.0119189488279387,2,8,2000
tiny_only_plus_all_normal,dino_top1,D_z,-0.026444671686839567,-0.06161612922998517,0.010592598819043474,2,8,2000
