category,method,value,keep_largest,num_samples,mean_iou,mean_f1,mean_pred_area,mean_threshold
leather,percentile,98.0,True,46,0.24860287962846378,0.3777237930136606,994.304347826087,0.7305971332218336
leather,percentile,99.0,False,46,0.3248454761550848,0.47458663930052325,502.0,0.8471280051314313
leather,percentile,99.0,True,46,0.32441977516745846,0.47409640519902,501.67391304347825,0.8471280051314313
leather,mean_std,0.5,False,46,0.06975047322245134,0.12114521970262752,6518.065217391304,0.2312532980804858
leather,mean_std,0.5,True,46,0.07264787274891707,0.1254469026179935,6058.239130434783,0.2312532980804858
leather,mean_std,0.75,False,46,0.08345126207586737,0.14204633820206963,5399.326086956522,0.26925183897433075
leather,mean_std,0.75,True,46,0.08410470344545831,0.14267392156676345,5183.369565217391,0.26925183897433075
leather,mean_std,1.0,False,46,0.0964336740132602,0.1607534848968391,4649.239130434783,0.3072503782484842
leather,mean_std,1.0,True,46,0.09590823406538343,0.1597791102702766,4503.739130434783,0.3072503782484842
leather,mean_std,1.25,False,46,0.10789406594816633,0.17710151159353432,4068.521739130435,0.34524891817051434
leather,mean_std,1.25,True,46,0.10708773059644378,0.17571814763869603,3955.8260869565215,0.34524891817051434
leather,mean_std,1.5,False,46,0.11948606761336197,0.19334209463727456,3590.7608695652175,0.38324746359949524
leather,mean_std,1.5,True,46,0.11859065585075271,0.1918372653266696,3499.3695652173915,0.38324746359949524
leather,mean_std,2.0,False,46,0.1428214318424218,0.22657322681690395,2804.782608695652,0.45924453955629596
leather,mean_std,2.0,True,46,0.14158191269572545,0.2246146418938769,2749.391304347826,0.45924453955629596
leather,mean_std,2.5,False,46,0.16422512218171062,0.26040494680275644,2174.7608695652175,0.5352416239354921
leather,mean_std,2.5,True,46,0.16220307326537134,0.25746737646032275,2139.6739130434785,0.5352416239354921
leather,mean_std,3.0,False,46,0.18790704900795827,0.29652664509397225,1642.2173913043478,0.6112386985965397
leather,mean_std,3.0,True,46,0.18412629697362387,0.2916016456944299,1621.891304347826,0.6112386985965397
