method,n,normal,anomaly,auroc,ap
D_raw,201,101,100,0.9969306930693069,0.9966010519532534
M_global,201,101,100,0.4974257425742574,0.5740563805024581
M_tight_top1,201,101,100,0.4978217821782178,0.5185837751498198
M_context_top1,201,101,100,0.7039603960396039,0.7440172927644233
M_context_top3max,201,101,100,0.6868316831683168,0.6759799651254313
D_z,201,101,100,0.9969306930693069,0.9966010519532534
M_context_top1_z,201,101,100,0.7039603960396039,0.7440172927644233
naive_context_top1,201,101,100,0.9974257425742574,0.9974467671167028
naive_context_top3max,201,101,100,0.9963366336633663,0.9963485296822157
