method,auroc,ap
detector,0.9654261276127613,0.9697848866355806
map_max,0.9649254675467547,0.9691947249013718
top01,0.9637111661166117,0.9676227627091704
top1,0.9550000000000001,0.9554063972175463
top5,0.9400677667766777,0.9366088098830793
