alpha,source_macro_auroc
0.0,0.9137511138613864
0.1,0.9332113861386139
0.2,0.9483514851485148
0.3,0.9592260176017602
0.4,0.9632686468646866
0.5,0.9630557755775578
0.6,0.9590564906490648
0.7,0.9495060781078107
0.8,0.9333199669966997
0.9,0.9106365511551155
1.0,0.8844370187018701
