scope,method,baseline,delta_macro_auroc,lower95,upper95,categories_improved,categories,bootstrap_replicates
all_source_fit,mixed8,full_limited_bank,-0.1541720297029703,-0.18193346208455427,-0.1265848284281048,2,8,2000
all_source_fit,mixed8,D_z,-0.22531163366336635,-0.25062225944261474,-0.20062999033771262,0,8,2000
all_source_fit,mixed8,top8,0.06565016501650164,0.04610217769788947,0.0856355392652012,8,8,2000
all_source_fit,mixed8,grid8,-0.0756621699669967,-0.10695441271301005,-0.04286429330028597,2,8,2000
tiny_only_plus_all_normal,mixed8,full_limited_bank,-0.0793330079114537,-0.1479976427905056,-0.011752156574626488,3,8,2000
tiny_only_plus_all_normal,mixed8,D_z,-0.18616867630987388,-0.24909698589800855,-0.1188996141077457,1,8,2000
tiny_only_plus_all_normal,mixed8,top8,0.038881315586791816,-0.021051521599375747,0.09600977023688304,6,8,2000
tiny_only_plus_all_normal,mixed8,grid8,-0.06917434052833638,-0.1291776051322734,-0.008989097854428283,3,8,2000
