category,image_id,caliper,positive_count,matched_count,coverage,median_nearest_distance,reuse_fraction,response_pair_accuracy,MLP_pair_accuracy
chewinggum,0d13d83973f60d6578a512be,0.1,32,26,0.8125,0.01577615737915039,0.15384615384615385,0.4615384638309479,0.9230769276618958
chewinggum,0de49ef61d0bd6bccf204ccc,0.01,32,16,0.5,0.010636091232299805,0.0625,0.5,0.5
chewinggum,0de49ef61d0bd6bccf204ccc,0.05,32,19,0.59375,0.010636091232299805,0.052631578947368474,0.42105263471603394,0.4736842215061188
chewinggum,0de49ef61d0bd6bccf204ccc,0.1,32,20,0.625,0.010636091232299805,0.09999999999999998,0.4000000059604645,0.44999998807907104
chewinggum,11378845b801961ca81f4c3f,0.01,32,32,1.0,7.534027099609375e-05,0.0,0.375,0.46875
chewinggum,11378845b801961ca81f4c3f,0.05,32,32,1.0,7.534027099609375e-05,0.0,0.375,0.46875
chewinggum,11378845b801961ca81f4c3f,0.1,32,32,1.0,7.534027099609375e-05,0.0,0.375,0.46875
chewinggum,14071f493f44fe45e4e06ab9,0.01,32,3,0.09375,1.4023771286010742,0.0,0.6666666865348816,1.0
chewinggum,14071f493f44fe45e4e06ab9,0.05,32,4,0.125,1.4023771286010742,0.0,0.5,1.0
chewinggum,14071f493f44fe45e4e06ab9,0.1,32,5,0.15625,1.4023771286010742,0.0,0.6000000238418579,1.0
chewinggum,1426282f6fdb9fcf4076b880,0.01,32,4,0.125,1.2559657096862793,0.0,0.5,0.75
chewinggum,1426282f6fdb9fcf4076b880,0.05,32,8,0.25,1.2559657096862793,0.0,0.5,0.875
chewinggum,1426282f6fdb9fcf4076b880,0.1,32,9,0.28125,1.2559657096862793,0.0,0.4444444477558136,0.8888888955116272
chewinggum,16586200efa0c514159f57b9,0.01,32,10,0.3125,6.686365604400635,0.0,0.4000000059604645,0.800000011920929
chewinggum,16586200efa0c514159f57b9,0.05,32,10,0.3125,6.686365604400635,0.0,0.4000000059604645,0.800000011920929
chewinggum,16586200efa0c514159f57b9,0.1,32,10,0.3125,6.686365604400635,0.0,0.4000000059604645,0.800000011920929
chewinggum,1da7d41a6310e559ae3be57e,0.01,32,0,0.0,7.470836639404297,,,
chewinggum,1da7d41a6310e559ae3be57e,0.05,32,0,0.0,7.470836639404297,,,
chewinggum,1da7d41a6310e559ae3be57e,0.1,32,0,0.0,7.470836639404297,,,
chewinggum,1efee72500fad7320b5be130,0.01,32,6,0.1875,3.300442695617676,0.0,0.6666666865348816,1.0
chewinggum,1efee72500fad7320b5be130,0.05,32,8,0.25,3.300442695617676,0.0,0.5,1.0
chewinggum,1efee72500fad7320b5be130,0.1,32,8,0.25,3.300442695617676,0.0,0.5,1.0
chewinggum,23d7a1f983cb6af4c2c9d031,0.01,32,15,0.46875,0.012319564819335938,0.0,0.6000000238418579,0.800000011920929
chewinggum,23d7a1f983cb6af4c2c9d031,0.05,32,25,0.78125,0.012319564819335938,0.0,0.6000000238418579,0.800000011920929
chewinggum,23d7a1f983cb6af4c2c9d031,0.1,32,25,0.78125,0.012319564819335938,0.0,0.6000000238418579,0.800000011920929
chewinggum,25e539f58ee72a7486474724,0.01,32,0,0.0,6.90521240234375,,,
chewinggum,25e539f58ee72a7486474724,0.05,32,0,0.0,6.90521240234375,,,
chewinggum,25e539f58ee72a7486474724,0.1,32,0,0.0,6.90521240234375,,,
chewinggum,28ab490ec39dbee5492f45e3,0.01,32,4,0.125,4.753875732421875,0.0,0.5,0.75
chewinggum,28ab490ec39dbee5492f45e3,0.05,32,4,0.125,4.753875732421875,0.0,0.5,0.75
chewinggum,28ab490ec39dbee5492f45e3,0.1,32,4,0.125,4.753875732421875,0.0,0.5,0.75
chewinggum,2c8daa2c454cf275b65d181e,0.01,32,23,0.71875,0.001846015453338623,0.0,0.3913043439388275,0.739130437374115
chewinggum,2c8daa2c454cf275b65d181e,0.05,32,26,0.8125,0.001846015453338623,0.038461538461538436,0.4615384638309479,0.692307710647583
chewinggum,2c8daa2c454cf275b65d181e,0.1,32,26,0.8125,0.001846015453338623,0.038461538461538436,0.4615384638309479,0.692307710647583
chewinggum,2f3f1dded7b308e1144f5993,0.01,32,14,0.4375,0.016922712326049805,0.0714285714285714,0.3571428656578064,0.8571428656578064
chewinggum,2f3f1dded7b308e1144f5993,0.05,32,18,0.5625,0.016922712326049805,0.05555555555555558,0.3333333432674408,0.8888888955116272
chewinggum,2f3f1dded7b308e1144f5993,0.1,32,18,0.5625,0.016922712326049805,0.05555555555555558,0.3333333432674408,0.8888888955116272
chewinggum,316a2b9030ceb3d732e954e9,0.01,32,6,0.1875,2.7479467391967773,0.0,0.3333333432674408,1.0
chewinggum,316a2b9030ceb3d732e954e9,0.05,32,7,0.21875,2.7479467391967773,0.0,0.4285714328289032,0.8571428656578064
chewinggum,316a2b9030ceb3d732e954e9,0.1,32,8,0.25,2.7479467391967773,0.0,0.375,0.875
chewinggum,349a6a13625d07784818747e,0.01,32,32,1.0,2.2649765014648438e-05,0.0,0.46875,1.0
chewinggum,349a6a13625d07784818747e,0.05,32,32,1.0,2.2649765014648438e-05,0.0,0.46875,1.0
chewinggum,349a6a13625d07784818747e,0.1,32,32,1.0,2.2649765014648438e-05,0.0,0.46875,1.0
chewinggum,3a714fadba9884c8fdd58c13,0.01,32,21,0.65625,0.004366636276245117,0.0,0.5714285969734192,0.6666666865348816
chewinggum,3a714fadba9884c8fdd58c13,0.05,32,27,0.84375,0.004366636276245117,0.0,0.48148149251937866,0.7407407164573669
chewinggum,3a714fadba9884c8fdd58c13,0.1,32,27,0.84375,0.004366636276245117,0.0,0.48148149251937866,0.7407407164573669
chewinggum,3de82da3ee7f68761919ff55,0.01,32,3,0.09375,4.0029754638671875,0.0,0.3333333432674408,0.6666666865348816
chewinggum,3de82da3ee7f68761919ff55,0.05,32,4,0.125,4.0029754638671875,0.0,0.5,0.75
chewinggum,3de82da3ee7f68761919ff55,0.1,32,4,0.125,4.0029754638671875,0.0,0.5,0.75
chewinggum,48069a8a6bd662ffe1e95f65,0.01,32,0,0.0,6.182658672332764,,,
chewinggum,48069a8a6bd662ffe1e95f65,0.05,32,0,0.0,6.182658672332764,,,
chewinggum,48069a8a6bd662ffe1e95f65,0.1,32,0,0.0,6.182658672332764,,,
chewinggum,4a67af721b0f452ae820ab9e,0.01,32,6,0.1875,0.6729636192321777,0.0,0.6666666865348816,0.8333333134651184
chewinggum,4a67af721b0f452ae820ab9e,0.05,32,10,0.3125,0.6729636192321777,0.0,0.5,0.8999999761581421
chewinggum,4a67af721b0f452ae820ab9e,0.1,32,11,0.34375,0.6729636192321777,0.09090909090909094,0.4545454680919647,0.9090909361839294
chewinggum,4ce8caa4d5fb35894db6152c,0.01,32,3,0.09375,1.5204060077667236,0.0,0.0,1.0
chewinggum,4ce8caa4d5fb35894db6152c,0.05,32,7,0.21875,1.5204060077667236,0.0,0.2857142984867096,0.5714285969734192
chewinggum,4ce8caa4d5fb35894db6152c,0.1,32,7,0.21875,1.5204060077667236,0.0,0.2857142984867096,0.5714285969734192
chewinggum,4db38eca7671a54c08d8a241,0.01,32,6,0.1875,1.1024842262268066,0.0,0.3333333432674408,1.0
chewinggum,4db38eca7671a54c08d8a241,0.05,32,8,0.25,1.1024842262268066,0.0,0.25,1.0
chewinggum,4db38eca7671a54c08d8a241,0.1,32,8,0.25,1.1024842262268066,0.0,0.25,1.0
chewinggum,546ff008627482c4c8df8e5e,0.01,32,5,0.15625,2.434206008911133,0.0,0.4000000059604645,0.800000011920929
chewinggum,546ff008627482c4c8df8e5e,0.05,32,11,0.34375,2.434206008911133,0.0,0.5454545617103577,0.9090909361839294
chewinggum,546ff008627482c4c8df8e5e,0.1,32,11,0.34375,2.434206008911133,0.0,0.5454545617103577,0.9090909361839294
chewinggum,550d24c52247875e84fee4c5,0.01,32,5,0.15625,2.1241073608398438,0.0,0.4000000059604645,0.4000000059604645
chewinggum,550d24c52247875e84fee4c5,0.05,32,8,0.25,2.1241073608398438,0.0,0.5,0.625
chewinggum,550d24c52247875e84fee4c5,0.1,32,9,0.28125,2.1241073608398438,0.0,0.4444444477558136,0.5555555820465088
chewinggum,55ffe1213acac57a90248c8a,0.01,32,2,0.0625,4.653440475463867,0.0,0.5,0.0
chewinggum,55ffe1213acac57a90248c8a,0.05,32,2,0.0625,4.653440475463867,0.0,0.5,0.0
chewinggum,55ffe1213acac57a90248c8a,0.1,32,2,0.0625,4.653440475463867,0.0,0.5,0.0
chewinggum,57c2ecd0a96379ea0c7060fd,0.01,32,11,0.34375,0.1193227767944336,0.0,0.27272728085517883,0.6363636255264282
chewinggum,57c2ecd0a96379ea0c7060fd,0.05,32,16,0.5,0.1193227767944336,0.0,0.4375,0.5
chewinggum,57c2ecd0a96379ea0c7060fd,0.1,32,16,0.5,0.1193227767944336,0.0,0.4375,0.5
chewinggum,594811ad03538d5f3e534da8,0.01,32,13,0.40625,0.013429641723632812,0.0,0.6153846383094788,0.4615384638309479
chewinggum,594811ad03538d5f3e534da8,0.05,32,22,0.6875,0.013429641723632812,0.13636363636363635,0.5454545617103577,0.5909090638160706
chewinggum,594811ad03538d5f3e534da8,0.1,32,23,0.71875,0.013429641723632812,0.17391304347826086,0.5652173757553101,0.6086956262588501
chewinggum,5adeb3e51cd2592ede1e6f48,0.01,32,14,0.4375,0.4528675079345703,0.0,0.4285714328289032,0.2857142984867096
chewinggum,5adeb3e51cd2592ede1e6f48,0.05,32,15,0.46875,0.4528675079345703,0.0,0.4000000059604645,0.3333333432674408
chewinggum,5adeb3e51cd2592ede1e6f48,0.1,32,15,0.46875,0.4528675079345703,0.0,0.4000000059604645,0.3333333432674408
chewinggum,5ecd4be6a68581edcdb39434,0.01,32,31,0.96875,0.0010042190551757812,0.0,0.5161290168762207,0.9032257795333862
chewinggum,5ecd4be6a68581edcdb39434,0.05,32,32,1.0,0.0010042190551757812,0.0,0.53125,0.90625
chewinggum,5ecd4be6a68581edcdb39434,0.1,32,32,1.0,0.0010042190551757812,0.0,0.53125,0.90625
chewinggum,628d52de4893ab48b55425e2,0.01,32,1,0.03125,4.1998443603515625,0.0,1.0,0.0
chewinggum,628d52de4893ab48b55425e2,0.05,32,1,0.03125,4.1998443603515625,0.0,1.0,0.0
chewinggum,628d52de4893ab48b55425e2,0.1,32,1,0.03125,4.1998443603515625,0.0,1.0,0.0
chewinggum,678f6a5b1c4cb06377ba65ff,0.01,32,7,0.21875,2.4889936447143555,0.0,0.5714285969734192,0.0
chewinggum,678f6a5b1c4cb06377ba65ff,0.05,32,10,0.3125,2.4889936447143555,0.0,0.6000000238418579,0.0
chewinggum,678f6a5b1c4cb06377ba65ff,0.1,32,10,0.3125,2.4889936447143555,0.0,0.6000000238418579,0.0
chewinggum,6b489d8ce783a4e5cfab852e,0.01,32,3,0.09375,2.087283134460449,0.0,0.3333333432674408,1.0
chewinggum,6b489d8ce783a4e5cfab852e,0.05,32,8,0.25,2.087283134460449,0.125,0.75,1.0
chewinggum,6b489d8ce783a4e5cfab852e,0.1,32,9,0.28125,2.087283134460449,0.11111111111111116,0.6666666865348816,1.0
chewinggum,6ccd23e541128fabb48b58f5,0.01,32,0,0.0,3.485001564025879,,,
chewinggum,6ccd23e541128fabb48b58f5,0.05,32,0,0.0,3.485001564025879,,,
chewinggum,6ccd23e541128fabb48b58f5,0.1,32,0,0.0,3.485001564025879,,,
chewinggum,6dee22a05f1671109ed92efd,0.01,32,2,0.0625,4.139176845550537,0.0,0.0,0.5
chewinggum,6dee22a05f1671109ed92efd,0.05,32,4,0.125,4.139176845550537,0.0,0.25,0.5
chewinggum,6dee22a05f1671109ed92efd,0.1,32,4,0.125,4.139176845550537,0.0,0.25,0.5
chewinggum,6eb4bac5e25cf94ca96e504a,0.01,32,3,0.09375,4.1809868812561035,0.0,0.3333333432674408,1.0
chewinggum,6eb4bac5e25cf94ca96e504a,0.05,32,6,0.1875,4.1809868812561035,0.33333333333333337,0.3333333432674408,1.0
chewinggum,6eb4bac5e25cf94ca96e504a,0.1,32,7,0.21875,4.1809868812561035,0.2857142857142857,0.4285714328289032,1.0
chewinggum,714ddb5f39389254f52215cb,0.01,32,1,0.03125,9.638835906982422,0.0,0.0,1.0
chewinggum,714ddb5f39389254f52215cb,0.05,32,2,0.0625,9.638835906982422,0.0,0.5,1.0
chewinggum,714ddb5f39389254f52215cb,0.1,32,2,0.0625,9.638835906982422,0.0,0.5,1.0
chewinggum,71510b5258e73094aff46487,0.01,32,1,0.03125,1.8930435180664062,0.0,1.0,1.0
chewinggum,71510b5258e73094aff46487,0.05,32,5,0.15625,1.8930435180664062,0.0,0.800000011920929,1.0
chewinggum,71510b5258e73094aff46487,0.1,32,9,0.28125,1.8930435180664062,0.11111111111111116,0.7777777910232544,1.0
chewinggum,71a1f49ea0dfd82d2e66a6fd,0.01,32,4,0.125,4.999356269836426,0.0,0.25,0.0
chewinggum,71a1f49ea0dfd82d2e66a6fd,0.05,32,4,0.125,4.999356269836426,0.0,0.25,0.0
chewinggum,71a1f49ea0dfd82d2e66a6fd,0.1,32,4,0.125,4.999356269836426,0.0,0.25,0.0
chewinggum,75cfb13a0d50b224590bae09,0.01,32,5,0.15625,8.209120750427246,0.0,0.20000000298023224,1.0
chewinggum,75cfb13a0d50b224590bae09,0.05,32,5,0.15625,8.209120750427246,0.0,0.20000000298023224,1.0
chewinggum,75cfb13a0d50b224590bae09,0.1,32,5,0.15625,8.209120750427246,0.0,0.20000000298023224,1.0
chewinggum,760e3fb40a3440d60bbcaffa,0.01,32,0,0.0,9.597017288208008,,,
chewinggum,760e3fb40a3440d60bbcaffa,0.05,32,0,0.0,9.597017288208008,,,
chewinggum,760e3fb40a3440d60bbcaffa,0.1,32,0,0.0,9.597017288208008,,,
chewinggum,7d09d6313d3bb04b55659b4b,0.01,32,23,0.71875,0.001983165740966797,0.04347826086956519,0.5869565010070801,0.95652174949646
chewinggum,7d09d6313d3bb04b55659b4b,0.05,32,27,0.84375,0.001983165740966797,0.07407407407407407,0.5740740895271301,0.9629629850387573
chewinggum,7d09d6313d3bb04b55659b4b,0.1,32,27,0.84375,0.001983165740966797,0.07407407407407407,0.5740740895271301,0.9629629850387573
chewinggum,7d923ff020fdfd9fd54a3b58,0.01,32,18,0.5625,0.005789279937744141,0.05555555555555558,0.5,1.0
chewinggum,7d923ff020fdfd9fd54a3b58,0.05,32,20,0.625,0.005789279937744141,0.050000000000000044,0.5,1.0
chewinggum,7d923ff020fdfd9fd54a3b58,0.1,32,20,0.625,0.005789279937744141,0.050000000000000044,0.5,1.0
chewinggum,7dcfeac546baef5e8aaa8fb8,0.01,32,0,0.0,6.909808158874512,,,
chewinggum,7dcfeac546baef5e8aaa8fb8,0.05,32,0,0.0,6.909808158874512,,,
chewinggum,7dcfeac546baef5e8aaa8fb8,0.1,32,0,0.0,6.909808158874512,,,
chewinggum,7eafb47d721a03d0036f76f9,0.01,32,0,0.0,4.846786975860596,,,
chewinggum,7eafb47d721a03d0036f76f9,0.05,32,0,0.0,4.846786975860596,,,
chewinggum,7eafb47d721a03d0036f76f9,0.1,32,0,0.0,4.846786975860596,,,
chewinggum,83ea52edfb4329b3c3776f42,0.01,32,4,0.125,5.5384111404418945,0.0,0.5,1.0
chewinggum,83ea52edfb4329b3c3776f42,0.05,32,4,0.125,5.5384111404418945,0.0,0.5,1.0
chewinggum,83ea52edfb4329b3c3776f42,0.1,32,4,0.125,5.5384111404418945,0.0,0.5,1.0
chewinggum,8b4a3ccfd4132686b42fbcb9,0.01,32,2,0.0625,5.193656921386719,0.0,1.0,1.0
chewinggum,8b4a3ccfd4132686b42fbcb9,0.05,32,3,0.09375,5.193656921386719,0.0,1.0,1.0
chewinggum,8b4a3ccfd4132686b42fbcb9,0.1,32,3,0.09375,5.193656921386719,0.0,1.0,1.0
chewinggum,8fb92549b3e43959f6eb17fc,0.01,32,2,0.0625,1.6799139976501465,0.0,0.0,1.0
chewinggum,8fb92549b3e43959f6eb17fc,0.05,32,6,0.1875,1.6799139976501465,0.0,0.3333333432674408,1.0
chewinggum,8fb92549b3e43959f6eb17fc,0.1,32,8,0.25,1.6799139976501465,0.0,0.375,0.875
chewinggum,907f1f919b76044071c3b3f4,0.01,32,0,0.0,5.064404487609863,,,
chewinggum,907f1f919b76044071c3b3f4,0.05,32,0,0.0,5.064404487609863,,,
chewinggum,907f1f919b76044071c3b3f4,0.1,32,0,0.0,5.064404487609863,,,
chewinggum,95c759c74a2bc4da6fb0233c,0.01,32,1,0.03125,4.656752586364746,0.0,0.0,1.0
chewinggum,95c759c74a2bc4da6fb0233c,0.05,32,2,0.0625,4.656752586364746,0.0,0.0,1.0
chewinggum,95c759c74a2bc4da6fb0233c,0.1,32,2,0.0625,4.656752586364746,0.0,0.0,1.0
chewinggum,961217d6e90800dc2dd6d640,0.01,32,29,0.90625,0.0014896392822265625,0.03448275862068961,0.4482758641242981,0.6206896305084229
chewinggum,961217d6e90800dc2dd6d640,0.05,32,31,0.96875,0.0014896392822265625,0.032258064516129004,0.4516128897666931,0.6451612710952759
chewinggum,961217d6e90800dc2dd6d640,0.1,32,32,1.0,0.0014896392822265625,0.03125,0.46875,0.65625
chewinggum,9682ae478ce44793fcb0d7ed,0.01,32,0,0.0,5.422125816345215,,,
chewinggum,9682ae478ce44793fcb0d7ed,0.05,32,1,0.03125,5.422125816345215,0.0,1.0,1.0
chewinggum,9682ae478ce44793fcb0d7ed,0.1,32,1,0.03125,5.422125816345215,0.0,1.0,1.0
chewinggum,96fa156262347f370ab71a7b,0.01,32,0,0.0,5.300891399383545,,,
chewinggum,96fa156262347f370ab71a7b,0.05,32,0,0.0,5.300891399383545,,,
chewinggum,96fa156262347f370ab71a7b,0.1,32,0,0.0,5.300891399383545,,,
chewinggum,a5f89ec211748982c4996b06,0.01,32,6,0.1875,1.6228065490722656,0.0,0.5,0.1666666716337204
chewinggum,a5f89ec211748982c4996b06,0.05,32,11,0.34375,1.6228065490722656,0.0,0.6363636255264282,0.27272728085517883
chewinggum,a5f89ec211748982c4996b06,0.1,32,12,0.375,1.6228065490722656,0.0,0.6666666865348816,0.25
chewinggum,a6604db46904f300e84025c6,0.01,32,6,0.1875,5.722378730773926,0.0,0.1666666716337204,1.0
chewinggum,a6604db46904f300e84025c6,0.05,32,7,0.21875,5.722378730773926,0.0,0.2857142984867096,1.0
chewinggum,a6604db46904f300e84025c6,0.1,32,7,0.21875,5.722378730773926,0.0,0.2857142984867096,1.0
chewinggum,a6c99a156fd2b092f486ab36,0.01,32,10,0.3125,0.030544757843017578,0.0,0.800000011920929,0.8999999761581421
chewinggum,a6c99a156fd2b092f486ab36,0.05,32,20,0.625,0.030544757843017578,0.0,0.550000011920929,0.949999988079071
chewinggum,a6c99a156fd2b092f486ab36,0.1,32,21,0.65625,0.030544757843017578,0.0,0.5714285969734192,0.9523809552192688
chewinggum,a868ec24a48bd959b6736005,0.01,32,0,0.0,5.311345100402832,,,
chewinggum,a868ec24a48bd959b6736005,0.05,32,0,0.0,5.311345100402832,,,
chewinggum,a868ec24a48bd959b6736005,0.1,32,0,0.0,5.311345100402832,,,
chewinggum,a9cad478be6c540796456358,0.01,32,4,0.125,3.195591926574707,0.0,0.5,1.0
chewinggum,a9cad478be6c540796456358,0.05,32,8,0.25,3.195591926574707,0.0,0.75,1.0
chewinggum,a9cad478be6c540796456358,0.1,32,9,0.28125,3.195591926574707,0.0,0.7777777910232544,1.0
chewinggum,a9e5455f49085fb182da81e8,0.01,32,29,0.90625,0.0006745457649230957,0.0,0.48275861144065857,0.5862069129943848
chewinggum,a9e5455f49085fb182da81e8,0.05,32,31,0.96875,0.0006745457649230957,0.0,0.5161290168762207,0.5806451439857483
chewinggum,a9e5455f49085fb182da81e8,0.1,32,31,0.96875,0.0006745457649230957,0.0,0.5161290168762207,0.5806451439857483
chewinggum,aa6df5c1695f18acce21dd6e,0.01,32,8,0.25,0.636406421661377,0.0,0.25,1.0
chewinggum,aa6df5c1695f18acce21dd6e,0.05,32,11,0.34375,0.636406421661377,0.0,0.3636363744735718,1.0
chewinggum,aa6df5c1695f18acce21dd6e,0.1,32,12,0.375,0.636406421661377,0.08333333333333337,0.4166666567325592,1.0
chewinggum,acc95f7dd191a50935c60f0e,0.01,32,5,0.15625,2.6632609367370605,0.0,0.4000000059604645,1.0
chewinggum,acc95f7dd191a50935c60f0e,0.05,32,6,0.1875,2.6632609367370605,0.0,0.5,1.0
chewinggum,acc95f7dd191a50935c60f0e,0.1,32,6,0.1875,2.6632609367370605,0.0,0.5,1.0
chewinggum,ae4d8b7bd0627a96a5d5eaec,0.01,32,3,0.09375,4.783419609069824,0.0,0.6666666865348816,0.0
chewinggum,ae4d8b7bd0627a96a5d5eaec,0.05,32,4,0.125,4.783419609069824,0.0,0.75,0.25
chewinggum,ae4d8b7bd0627a96a5d5eaec,0.1,32,4,0.125,4.783419609069824,0.0,0.75,0.25
chewinggum,b05d167600b68cfe85542e05,0.01,32,31,0.96875,0.0013670921325683594,0.0,0.5483871102333069,0.5161290168762207
chewinggum,b05d167600b68cfe85542e05,0.05,32,32,1.0,0.0013670921325683594,0.0,0.53125,0.53125
chewinggum,b05d167600b68cfe85542e05,0.1,32,32,1.0,0.0013670921325683594,0.0,0.53125,0.53125
chewinggum,b91c2b36915f8ed62dfefe3b,0.01,32,19,0.59375,0.0038961172103881836,0.0,0.42105263471603394,1.0
chewinggum,b91c2b36915f8ed62dfefe3b,0.05,32,21,0.65625,0.0038961172103881836,0.0,0.4761904776096344,1.0
chewinggum,b91c2b36915f8ed62dfefe3b,0.1,32,21,0.65625,0.0038961172103881836,0.0,0.4761904776096344,1.0
chewinggum,badc60789706fd22253c8c7d,0.01,32,0,0.0,6.9895453453063965,,,
chewinggum,badc60789706fd22253c8c7d,0.05,32,1,0.03125,6.9895453453063965,0.0,1.0,0.0
chewinggum,badc60789706fd22253c8c7d,0.1,32,1,0.03125,6.9895453453063965,0.0,1.0,0.0
chewinggum,bb8826192d94b0b3d45ab97e,0.01,32,0,0.0,5.959072113037109,,,
chewinggum,bb8826192d94b0b3d45ab97e,0.05,32,0,0.0,5.959072113037109,,,
chewinggum,bb8826192d94b0b3d45ab97e,0.1,32,0,0.0,5.959072113037109,,,
chewinggum,bbb87f02316bdcdb3ec20877,0.01,32,17,0.53125,0.007424354553222656,0.0,0.29411765933036804,1.0
chewinggum,bbb87f02316bdcdb3ec20877,0.05,32,20,0.625,0.007424354553222656,0.0,0.3499999940395355,1.0
chewinggum,bbb87f02316bdcdb3ec20877,0.1,32,20,0.625,0.007424354553222656,0.0,0.3499999940395355,1.0
chewinggum,bc2f79cdb92b2ba2a7899fb5,0.01,32,1,0.03125,1.9887886047363281,0.0,0.0,1.0
chewinggum,bc2f79cdb92b2ba2a7899fb5,0.05,32,3,0.09375,1.9887886047363281,0.0,0.6666666865348816,1.0
chewinggum,bc2f79cdb92b2ba2a7899fb5,0.1,32,3,0.09375,1.9887886047363281,0.0,0.6666666865348816,1.0
chewinggum,bccc338c2696bbd76ac7532f,0.01,32,2,0.0625,7.425907135009766,0.0,0.5,0.5
chewinggum,bccc338c2696bbd76ac7532f,0.05,32,2,0.0625,7.425907135009766,0.0,0.5,0.5
chewinggum,bccc338c2696bbd76ac7532f,0.1,32,2,0.0625,7.425907135009766,0.0,0.5,0.5
chewinggum,bd8f7b7c687a57c6cf11cf1c,0.01,32,12,0.375,0.1190190315246582,0.0,0.4166666567325592,1.0
chewinggum,bd8f7b7c687a57c6cf11cf1c,0.05,32,13,0.40625,0.1190190315246582,0.0,0.4615384638309479,1.0
chewinggum,bd8f7b7c687a57c6cf11cf1c,0.1,32,15,0.46875,0.1190190315246582,0.0,0.4000000059604645,1.0
chewinggum,c1c358dc514e6c44ee209df1,0.01,32,10,0.3125,1.0253612995147705,0.0,0.6000000238418579,0.699999988079071
chewinggum,c1c358dc514e6c44ee209df1,0.05,32,12,0.375,1.0253612995147705,0.0,0.5,0.75
chewinggum,c1c358dc514e6c44ee209df1,0.1,32,12,0.375,1.0253612995147705,0.0,0.5,0.75
chewinggum,c518af4299fef196c70923cb,0.01,32,8,0.25,0.5445175170898438,0.0,0.625,0.25
chewinggum,c518af4299fef196c70923cb,0.05,32,14,0.4375,0.5445175170898438,0.0,0.6428571343421936,0.3571428656578064
chewinggum,c518af4299fef196c70923cb,0.1,32,14,0.4375,0.5445175170898438,0.0,0.6428571343421936,0.3571428656578064
chewinggum,c5b93025a1692c44cd687858,0.01,32,4,0.125,5.162281036376953,0.0,0.5,1.0
chewinggum,c5b93025a1692c44cd687858,0.05,32,4,0.125,5.162281036376953,0.0,0.5,1.0
chewinggum,c5b93025a1692c44cd687858,0.1,32,4,0.125,5.162281036376953,0.0,0.5,1.0
chewinggum,c6aeb6255ff59209d6664c5b,0.01,32,1,0.03125,4.320034503936768,0.0,1.0,0.0
chewinggum,c6aeb6255ff59209d6664c5b,0.05,32,3,0.09375,4.320034503936768,0.0,0.6666666865348816,0.3333333432674408
chewinggum,c6aeb6255ff59209d6664c5b,0.1,32,3,0.09375,4.320034503936768,0.0,0.6666666865348816,0.3333333432674408
chewinggum,c874b101e22e7a655bb3d46c,0.01,32,6,0.1875,3.5107192993164062,0.0,0.5,0.5
chewinggum,c874b101e22e7a655bb3d46c,0.05,32,6,0.1875,3.5107192993164062,0.0,0.5,0.5
chewinggum,c874b101e22e7a655bb3d46c,0.1,32,6,0.1875,3.5107192993164062,0.0,0.5,0.5
chewinggum,cd39f903e1e4c42b6e6a850f,0.01,32,2,0.0625,8.43205738067627,0.0,1.0,1.0
chewinggum,cd39f903e1e4c42b6e6a850f,0.05,32,2,0.0625,8.43205738067627,0.0,1.0,1.0
chewinggum,cd39f903e1e4c42b6e6a850f,0.1,32,2,0.0625,8.43205738067627,0.0,1.0,1.0
chewinggum,d0a5fa27d6e1dc450a56749e,0.01,32,0,0.0,6.762852668762207,,,
chewinggum,d0a5fa27d6e1dc450a56749e,0.05,32,0,0.0,6.762852668762207,,,
chewinggum,d0a5fa27d6e1dc450a56749e,0.1,32,0,0.0,6.762852668762207,,,
chewinggum,d24de2d56bf3392292afe0e5,0.01,32,0,0.0,5.817223072052002,,,
chewinggum,d24de2d56bf3392292afe0e5,0.05,32,0,0.0,5.817223072052002,,,
chewinggum,d24de2d56bf3392292afe0e5,0.1,32,0,0.0,5.817223072052002,,,
chewinggum,d6bddf44995bd449ba0c2466,0.01,32,4,0.125,3.577116012573242,0.0,0.5,0.25
chewinggum,d6bddf44995bd449ba0c2466,0.05,32,4,0.125,3.577116012573242,0.0,0.5,0.25
chewinggum,d6bddf44995bd449ba0c2466,0.1,32,4,0.125,3.577116012573242,0.0,0.5,0.25
chewinggum,da706121f003b105e2a4388a,0.01,32,1,0.03125,7.637439727783203,0.0,1.0,1.0
chewinggum,da706121f003b105e2a4388a,0.05,32,2,0.0625,7.637439727783203,0.0,0.5,1.0
chewinggum,da706121f003b105e2a4388a,0.1,32,2,0.0625,7.637439727783203,0.0,0.5,1.0
chewinggum,db132f55d3695ef283792e72,0.01,32,32,1.0,6.67572021484375e-06,0.0,0.53125,0.9375
chewinggum,db132f55d3695ef283792e72,0.05,32,32,1.0,6.67572021484375e-06,0.0,0.53125,0.9375
chewinggum,db132f55d3695ef283792e72,0.1,32,32,1.0,6.67572021484375e-06,0.0,0.53125,0.9375
chewinggum,de5dd2d41b4cbbc5fcf362a9,0.01,32,0,0.0,6.074822902679443,,,
chewinggum,de5dd2d41b4cbbc5fcf362a9,0.05,32,0,0.0,6.074822902679443,,,
chewinggum,de5dd2d41b4cbbc5fcf362a9,0.1,32,0,0.0,6.074822902679443,,,
chewinggum,de60294a69c40673294f5c8f,0.01,32,8,0.25,2.0129294395446777,0.0,0.8125,1.0
