category,stage10_summary_images,stage10_summary_candidate_rows,stage11_summary_images,stage11_summary_candidate_rows,stage10_unique_source_keys,stage11_unique_source_keys,matched_top1_images,unmatched_keys,stage10_candidate_rows,stage11_candidate_rows,stage10_mean_candidates_per_image,stage11_mean_candidates_per_image,mean_tight_bbox_iou,median_tight_bbox_iou,mean_context_bbox_iou,median_context_bbox_iou,mean_abs_tight_area_ratio_diff,mean_abs_context_area_ratio_diff,stage10_mean_tight_gt_coverage,stage11_mean_tight_gt_coverage,stage10_mean_context_gt_coverage,stage11_mean_context_gt_coverage,mean_abs_tight_gt_coverage_diff,mean_abs_context_gt_coverage_diff
vial,71,123,71,117,71,71,38,66,123,117,1.732394366197183,1.647887323943662,0.7128636948370393,0.7036477662769143,0.18639688533917617,0.1750252452408094,0.01242127028096557,0.3426641669964385,0.5576074560476355,0.4916462992293041,0.6646585662919887,0.8759000742558154,0.06596115681833155,0.21124150796382665
