dataset,category,experiment_role,detector_priority_group,stage11b_image_AUROC,stage11b_pixel_AUROC,stage11b_pixel_F1,candidate_coverage,mean_candidates_per_image,top1_tight_gt_coverage_anomaly,top1_context_gt_coverage_anomaly,full_image_auroc,best_vlm_method,best_vlm_auroc,best_vlm_delta_vs_full,best_context_method,best_context_auroc,best_context_delta_vs_full,best_tight_method,best_tight_auroc,best_tight_delta_vs_full,patchcore_score_auroc
MVTec AD 2,fabric,secondary_category_extension,secondary,0.7582491636276245,0.7871216535568237,0.0765248388051986,1.0,2.5641025641025643,0.0684252209038376,0.17390538551817877,0.41683501683501684,tight_crop_top1,0.494949494949495,0.07811447811447814,context_1.50_top1,0.397979797979798,-0.018855218855218847,tight_crop_top1,0.494949494949495,0.07811447811447814,0.7232323232323232
