heldout_category,w_max,q_quantile,q_threshold_from_dev,tau_delta,dev_macro_auroc,dev_detector_macro_auroc,dev_delta_vs_detector,eligible_noninferior,dev_potential_call_rate,dev_active_weight_rate,valid_dev_groups,detector_dev_groups,dev_rank
capsules,0.15,0.75,0.5098187592072171,0.25,0.9333285778577859,0.9332284878487851,0.00010009000900079723,True,0.13736263736263737,0.058941058941058944,11,11,27.0
capsules,0.15,0.75,0.5098187592072171,0.5,0.9339958595859588,0.9332284878487851,0.0007673717371736721,True,0.13736263736263737,0.11238761238761238,11,11,18.0
capsules,0.15,0.75,0.5098187592072171,0.75,0.9345136813681368,0.9332284878487851,0.001285193519351746,True,0.13736263736263737,0.13286713286713286,11,11,14.0
capsules,0.25,0.25,0.24140247926151412,0.25,0.9337045904590459,0.9332284878487851,0.0004761026102607646,True,0.41208791208791207,0.2002997002997003,11,11,20.0
capsules,0.25,0.25,0.24140247926151412,0.5,0.9350698019801981,0.9332284878487851,0.0018413141314129744,True,0.41208791208791207,0.34615384615384615,11,11,9.0
capsules,0.25,0.25,0.24140247926151412,0.75,0.9371046354635464,0.9332284878487851,0.003876147614761294,True,0.41208791208791207,0.4025974025974026,11,11,2.0
capsules,0.25,0.5,0.36708476681709823,0.25,0.933600585058506,0.9332284878487851,0.00037209720972086746,True,0.27472527472527475,0.12837162837162838,11,11,22.0
capsules,0.25,0.5,0.36708476681709823,0.5,0.9345989648964896,0.9332284878487851,0.0013704770477045436,True,0.27472527472527475,0.22877122877122877,11,11,12.0
capsules,0.25,0.5,0.36708476681709823,0.75,0.9359209720972096,0.9332284878487851,0.002692484248424498,True,0.27472527472527475,0.2677322677322677,11,11,5.0
capsules,0.25,0.75,0.5098187592072171,0.25,0.9334647614761477,0.9332284878487851,0.00023627362736255986,True,0.13736263736263737,0.058941058941058944,11,11,24.0
capsules,0.25,0.75,0.5098187592072171,0.5,0.9342773177317732,0.9332284878487851,0.001048829882988156,True,0.13736263736263737,0.11238761238761238,11,11,16.0
capsules,0.25,0.75,0.5098187592072171,0.75,0.9352042304230423,0.9332284878487851,0.0019757425742572554,True,0.13736263736263737,0.13286713286713286,11,11,8.0
capsules,0.35,0.25,0.24140247926151412,0.25,0.9337951395139515,0.9332284878487851,0.000566651665166451,True,0.41208791208791207,0.2002997002997003,11,11,19.0
capsules,0.35,0.25,0.24140247926151412,0.5,0.9357139063906391,0.9332284878487851,0.002485418541854023,True,0.41208791208791207,0.34615384615384615,11,11,6.0
