variant_id,method,mean_image_auroc,pooled_image_auroc,mean_image_ap,mean_best_f1,num_categories,potential_call_rate,active_weight_rate
D0,Detector only,0.7853284416491965,0.8060280759702725,0.9185660201693961,0.8716937960005001,4,,
V3,Naive detector-crop fusion,0.8286338225017471,0.8473162675474815,0.9327468734754234,0.8740540128166006,4,,
V4,Old Quality-Calibrated QCR,0.8191194968553459,0.8433526011560695,0.9293163303439034,0.881053901850362,4,,
V6,Old Adaptive QCR,0.8193815513626834,0.8436829066886871,0.9293957408006721,0.881053901850362,4,,
S1,SRB-QCR frozen transfer,0.7939220824598183,0.8143682906688687,0.9232344563646416,0.8682718958394695,4,0.7489711934156379,0.7448559670781894
