category,method,value,keep_largest,num_samples,mean_iou,mean_f1,mean_pred_area,mean_threshold
wood,fixed,0.05,False,30,0.04432147160186662,0.08307365448656702,49616.166666666664,0.05000000000000002
wood,fixed,0.05,True,30,0.04432147160186662,0.08307365448656702,49616.166666666664,0.05000000000000002
wood,fixed,0.1,False,30,0.046770487448567495,0.08733332647985205,47113.3,0.10000000000000003
wood,fixed,0.1,True,30,0.046770487448567495,0.08733332647985205,47113.3,0.10000000000000003
wood,fixed,0.15,False,30,0.05200203196266131,0.09641045002372267,42151.0,0.15000000000000002
wood,fixed,0.15,True,30,0.05211451330939014,0.09659490086772579,42098.03333333333,0.15000000000000002
wood,fixed,0.2,False,30,0.06572285844238465,0.1194753144418945,34014.23333333333,0.20000000000000007
wood,fixed,0.2,True,30,0.06511690739522036,0.11835522919313808,32777.066666666666,0.20000000000000007
wood,fixed,0.25,False,30,0.088067937104793,0.15569827828340754,26370.166666666668,0.25
wood,fixed,0.25,True,30,0.08103825559051353,0.14426121813625123,22806.5,0.25
wood,fixed,0.3,False,30,0.11941844456889314,0.2032566353452852,20062.933333333334,0.30000000000000004
wood,fixed,0.3,True,30,0.11252091596189359,0.18999298387210825,16498.466666666667,0.30000000000000004
wood,fixed,0.35,False,30,0.1541353906379081,0.25246368968580263,15551.766666666666,0.34999999999999987
wood,fixed,0.35,True,30,0.13503318352112273,0.2207752454495638,12339.833333333334,0.34999999999999987
wood,fixed,0.39999999999999997,False,30,0.19422265369754796,0.3062769680138311,12132.366666666667,0.4000000000000001
wood,fixed,0.39999999999999997,True,30,0.1815012972378379,0.28448336719618206,9164.6,0.4000000000000001
wood,fixed,0.44999999999999996,False,30,0.23957956355926174,0.3617496841860136,9732.7,0.44999999999999984
wood,fixed,0.44999999999999996,True,30,0.19683915850828407,0.3033285005403636,7627.9,0.44999999999999984
wood,fixed,0.49999999999999994,False,30,0.2752361059477001,0.4029415918295299,8029.833333333333,0.49999999999999994
wood,fixed,0.49999999999999994,True,30,0.21642289623945293,0.327185920110458,6192.6,0.49999999999999994
wood,fixed,0.5499999999999999,False,30,0.3053606985595299,0.4364039435612805,6676.966666666666,0.5500000000000002
wood,fixed,0.5499999999999999,True,30,0.24464347258576058,0.3601596478617884,5137.0,0.5500000000000002
wood,fixed,0.6,False,30,0.33212105755959065,0.46535537252611203,5525.033333333334,0.6000000000000001
wood,fixed,0.6,True,30,0.2592708216505132,0.37877148779147607,4172.566666666667,0.6000000000000001
wood,fixed,0.65,False,30,0.3513701760155596,0.4872457492690161,4474.466666666666,0.6499999999999998
wood,fixed,0.65,True,30,0.26933820600207486,0.39252120033940535,3452.0,0.6499999999999998
wood,fixed,0.7,False,30,0.36071847436320353,0.5004443546662555,3549.4333333333334,0.6999999999999997
wood,fixed,0.7,True,30,0.2688187033716597,0.39380046374106026,2710.8,0.6999999999999997
wood,fixed,0.75,False,30,0.35008288638857354,0.4913349988979654,2727.5,0.75
wood,fixed,0.75,True,30,0.27288357389302037,0.40122334898644657,2030.1666666666667,0.75
wood,fixed,0.7999999999999999,False,30,0.32167931149168755,0.4640418368198398,1959.6,0.8000000000000002
wood,fixed,0.7999999999999999,True,30,0.2660677333616397,0.39660772104445596,1500.4,0.8000000000000002
wood,fixed,0.85,False,30,0.267913649113338,0.4074548273830036,1267.6,0.8500000000000002
wood,fixed,0.85,True,30,0.2227158881453117,0.34781673488150133,964.4666666666667,0.8500000000000002
wood,fixed,0.9,False,30,0.20045381720545694,0.3215399760530243,702.1666666666666,0.8999999999999998
wood,fixed,0.9,True,30,0.17698903014483547,0.2878098101221081,565.5,0.8999999999999998
wood,fixed,0.95,False,30,0.12147463170025924,0.2052703100972634,287.76666666666665,0.9499999999999997
wood,fixed,0.95,True,30,0.10619004512246695,0.18571072719044204,246.76666666666668,0.9499999999999997
wood,percentile,90.0,False,30,0.3101703191882587,0.4367596768356152,5018.0,0.5756801337003707
wood,percentile,90.0,True,30,0.23559534941808638,0.3467928115427196,3373.3,0.5756801337003707
wood,percentile,92.0,False,30,0.3306301698180924,0.46094668503006947,4015.0,0.6257376700639725
wood,percentile,92.0,True,30,0.26207118697478254,0.37883402211183065,2771.266666666667,0.6257376700639725
wood,percentile,94.0,False,30,0.33980226357825294,0.4773228145327592,3011.0,0.686735204855601
wood,percentile,94.0,True,30,0.2578703458534647,0.3814360351780897,2081.1,0.686735204855601
wood,percentile,95.0,False,30,0.33793812252054,0.4794567515026592,2509.0,0.7206716020901998
wood,percentile,95.0,True,30,0.25424390336644637,0.37998354951634405,1767.9333333333334,0.7206716020901998
wood,percentile,96.0,False,30,0.3272417748813991,0.4714136993590316,2008.0,0.7566970805327098
wood,percentile,96.0,True,30,0.23736497948507151,0.36252522304043666,1400.3333333333333,0.7566970805327098
wood,percentile,97.0,False,30,0.30286076932066675,0.4472952187820959,1506.0,0.7966419239838918
wood,percentile,97.0,True,30,0.2175192198813059,0.34071825569481007,1067.7,0.7966419239838918
wood,percentile,98.0,False,30,0.2517442494280171,0.38866904457306384,1004.0333333333333,0.8412083804607391
wood,percentile,98.0,True,30,0.1903673306163182,0.3081681070725052,764.1666666666666,0.8412083804607391
wood,percentile,99.0,False,30,0.17111287499549646,0.2822988147971604,502.0,0.8997544169425964
wood,percentile,99.0,True,30,0.1498215712852564,0.25011711649960633,426.73333333333335,0.8997544169425964
wood,mean_std,0.5,False,30,0.19978340721868262,0.3116736357956061,10537.5,0.4070507973432541
wood,mean_std,0.5,True,30,0.17171565206431097,0.2693810311449066,7361.666666666667,0.4070507973432541
wood,mean_std,0.75,False,30,0.23981376393310533,0.35841465386105503,8591.666666666666,0.45260043144226075
wood,mean_std,0.75,True,30,0.19413918966011734,0.2971455229046337,5908.366666666667,0.45260043144226075
wood,mean_std,1.0,False,30,0.27112416205356105,0.39397914935550005,7074.666666666667,0.4981500724951426
wood,mean_std,1.0,True,30,0.21405222243770466,0.32207253283769927,4965.9,0.4981500724951426
wood,mean_std,1.25,False,30,0.29561929145760923,0.42153852341656683,5788.933333333333,0.5436997135480245
wood,mean_std,1.25,True,30,0.23890724403558436,0.3502323190857056,3859.4333333333334,0.5436997135480245
wood,mean_std,1.5,False,30,0.3154659075050664,0.4430434556727235,4728.2,0.5892493486404419
wood,mean_std,1.5,True,30,0.2506194832506491,0.3646243365405512,3229.1,0.5892493486404419
