caliper,images,images_with_matches,coverage,median_nearest_distance,reuse_fraction,response_pair_accuracy,MLP_pair_accuracy
0.01,100.0,51.583333333333336,0.053504917069885555,1.4069092062612374,0.056858451185731906,0.5159554213145935,0.7992910919282106
0.05,100.0,71.66666666666667,0.16669207520715365,1.4069092062612374,0.17806661825769976,0.5157507658530361,0.8081497140898325
0.1,100.0,77.0,0.2385466744027059,1.4069092062612374,0.26034690075334854,0.5224517214119311,0.805957252093585
