method,auroc,ap
D_z,0.9654261276127613,0.9697848866355806
contrast_z,0.9642605335533553,0.9715034469302158
linear_D,0.9654261276127613,0.9697848866355806
linear_contrast,0.9684267876787679,0.9737541688331719
linear_standardized,0.9668006325632564,0.9710521680888253
standardized_contrast_z,0.4836326457645765,0.5707432210059155
